data,forn,area,eta,m,f,d1,d2,dpi,db1,db2,db3,N1,N2,ISTAT,reg
2022-01-01,Moderna,CAL,12-19,11.0,9.0,0.0,0.0,0.0,20.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,20-29,93.0,98.0,5.0,1.0,1.0,184.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,30-39,131.0,133.0,11.0,2.0,0.0,251.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,40-49,178.0,146.0,9.0,3.0,4.0,308.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,50-59,241.0,191.0,6.0,1.0,0.0,425.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,60-69,182.0,129.0,8.0,0.0,0.0,303.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,70-79,73.0,72.0,4.0,1.0,0.0,140.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,80-89,12.0,14.0,2.0,0.0,0.0,24.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAL,90+,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Moderna,CAM,12-19,33.0,63.0,5.0,25.0,0.0,66.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,20-29,268.0,306.0,6.0,11.0,0.0,557.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,30-39,381.0,325.0,5.0,23.0,0.0,678.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,40-49,467.0,468.0,12.0,35.0,0.0,888.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,50-59,537.0,416.0,6.0,20.0,1.0,926.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,60-69,437.0,353.0,6.0,13.0,0.0,771.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,70-79,174.0,223.0,1.0,5.0,0.0,391.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,80-89,40.0,50.0,1.0,0.0,0.0,89.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,CAM,90+,5.0,16.0,0.0,0.0,0.0,21.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Moderna,EMR,12-19,29.0,53.0,11.0,14.0,3.0,54.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,20-29,108.0,335.0,7.0,20.0,1.0,415.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,30-39,411.0,379.0,17.0,22.0,8.0,743.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,40-49,734.0,796.0,46.0,22.0,11.0,1451.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,50-59,1002.0,1062.0,52.0,15.0,5.0,1992.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,60-69,568.0,600.0,22.0,16.0,1.0,1129.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,70-79,344.0,429.0,6.0,6.0,0.0,761.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,80-89,34.0,52.0,2.0,0.0,0.0,84.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,EMR,90+,5.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Moderna,LAZ,12-19,93.0,98.0,50.0,39.0,5.0,97.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,20-29,651.0,620.0,28.0,37.0,6.0,1200.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,30-39,963.0,963.0,51.0,46.0,1.0,1828.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,40-49,1388.0,1364.0,42.0,57.0,4.0,2649.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,50-59,1508.0,1490.0,34.0,62.0,2.0,2900.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,60-69,822.0,706.0,17.0,23.0,1.0,1487.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,70-79,307.0,371.0,6.0,18.0,1.0,653.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,80-89,71.0,132.0,5.0,2.0,0.0,196.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LAZ,90+,7.0,33.0,0.0,0.0,0.0,40.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Moderna,LOM,12-19,39.0,37.0,1.0,48.0,0.0,27.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,20-29,197.0,199.0,29.0,14.0,6.0,347.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,30-39,411.0,406.0,60.0,25.0,7.0,725.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,40-49,610.0,541.0,53.0,34.0,10.0,1054.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,50-59,698.0,691.0,63.0,28.0,2.0,1296.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,60-69,492.0,541.0,24.0,12.0,3.0,994.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,70-79,379.0,433.0,15.0,7.0,1.0,789.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,80-89,55.0,93.0,3.0,4.0,0.0,141.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,LOM,90+,9.0,18.0,1.0,0.0,0.0,26.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Moderna,MAR,12-19,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,20-29,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,30-39,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,40-49,14.0,8.0,0.0,0.0,0.0,22.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,50-59,7.0,11.0,0.0,0.0,0.0,18.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,60-69,15.0,13.0,0.0,0.0,0.0,28.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,70-79,12.0,9.0,0.0,0.0,0.0,21.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,80-89,2.0,6.0,0.0,0.0,0.0,8.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,MAR,90+,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ITI,ITI3,11.0,Marche
2022-01-01,Moderna,PIE,12-19,51.0,43.0,42.0,31.0,6.0,15.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,20-29,77.0,84.0,13.0,10.0,4.0,134.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,30-39,121.0,151.0,24.0,11.0,4.0,233.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,40-49,290.0,368.0,16.0,25.0,1.0,616.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,50-59,414.0,443.0,18.0,16.0,1.0,822.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,60-69,272.0,348.0,15.0,10.0,0.0,595.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,70-79,161.0,220.0,9.0,4.0,0.0,368.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,80-89,54.0,62.0,0.0,1.0,0.0,115.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PIE,90+,5.0,10.0,1.0,1.0,0.0,13.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Moderna,PUG,12-19,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,20-29,23.0,30.0,1.0,2.0,0.0,50.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,30-39,30.0,34.0,0.0,1.0,0.0,63.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,40-49,58.0,25.0,1.0,2.0,0.0,80.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,50-59,29.0,28.0,0.0,0.0,0.0,57.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,60-69,23.0,16.0,0.0,0.0,0.0,39.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,70-79,6.0,5.0,0.0,1.0,0.0,10.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,80-89,2.0,3.0,0.0,0.0,0.0,5.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,PUG,90+,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Moderna,SAR,12-19,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,20-29,2.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,30-39,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,40-49,5.0,9.0,0.0,0.0,0.0,14.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,50-59,15.0,15.0,0.0,0.0,0.0,30.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,60-69,11.0,15.0,1.0,0.0,0.0,25.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,70-79,7.0,7.0,0.0,0.0,0.0,14.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,80-89,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SAR,90+,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITG,ITG2,20.0,Sardegna
2022-01-01,Moderna,SIC,12-19,43.0,61.0,13.0,30.0,3.0,58.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,20-29,321.0,355.0,28.0,17.0,7.0,624.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,30-39,458.0,440.0,32.0,19.0,5.0,842.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,40-49,685.0,653.0,35.0,33.0,4.0,1266.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,50-59,794.0,612.0,34.0,32.0,5.0,1335.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,60-69,498.0,355.0,17.0,22.0,1.0,813.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,70-79,234.0,188.0,9.0,11.0,0.0,402.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,80-89,55.0,85.0,7.0,3.0,0.0,130.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,SIC,90+,11.0,17.0,1.0,0.0,0.0,27.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Moderna,TOS,12-19,101.0,125.0,49.0,136.0,12.0,29.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,20-29,271.0,319.0,23.0,58.0,8.0,501.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,30-39,511.0,521.0,37.0,81.0,7.0,907.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,40-49,732.0,688.0,29.0,95.0,13.0,1283.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,50-59,1329.0,1176.0,31.0,95.0,2.0,2377.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,60-69,696.0,699.0,16.0,43.0,1.0,1335.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,70-79,305.0,352.0,18.0,21.0,0.0,618.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,80-89,26.0,36.0,4.0,4.0,0.0,54.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,TOS,90+,2.0,6.0,1.0,1.0,0.0,6.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Moderna,UMB,12-19,3.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,20-29,1.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,30-39,6.0,9.0,0.0,1.0,0.0,14.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,40-49,10.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,50-59,15.0,12.0,1.0,4.0,0.0,22.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,60-69,10.0,7.0,0.0,0.0,0.0,17.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,70-79,3.0,5.0,0.0,0.0,0.0,8.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,80-89,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,UMB,90+,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,ITI,ITI2,10.0,Umbria
2022-01-01,Moderna,VEN,12-19,5.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,20-29,57.0,61.0,1.0,1.0,0.0,116.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,30-39,93.0,84.0,1.0,3.0,0.0,173.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,40-49,116.0,114.0,0.0,5.0,0.0,225.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,50-59,124.0,113.0,0.0,1.0,0.0,236.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,60-69,87.0,91.0,0.0,0.0,0.0,178.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,70-79,30.0,35.0,0.0,0.0,0.0,65.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,80-89,6.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Moderna,VEN,90+,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,ITH,ITH3,5.0,Veneto
2022-01-01,Pfizer Pediatrico,CAL,05-11,111.0,116.0,220.0,0.0,7.0,0.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer Pediatrico,CAM,05-11,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer Pediatrico,LAZ,05-11,586.0,544.0,1042.0,0.0,88.0,0.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer Pediatrico,LOM,05-11,342.0,321.0,610.0,0.0,53.0,0.0,0.0,0.0,ITC,ITC4,3.0,Lombardia
2022-01-01,Pfizer Pediatrico,PIE,05-11,95.0,80.0,152.0,0.0,23.0,0.0,0.0,0.0,ITC,ITC1,1.0,Piemonte
2022-01-01,Pfizer Pediatrico,PUG,05-11,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,ITF,ITF4,16.0,Puglia
2022-01-01,Pfizer Pediatrico,SIC,05-11,91.0,85.0,172.0,0.0,4.0,0.0,0.0,0.0,ITG,ITG1,19.0,Sicilia
2022-01-01,Pfizer Pediatrico,TOS,05-11,182.0,164.0,317.0,0.0,29.0,0.0,0.0,0.0,ITI,ITI1,9.0,Toscana
2022-01-01,Pfizer/BioNTech,ABR,30-39,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITF,ITF1,13.0,Abruzzo
2022-01-01,Pfizer/BioNTech,ABR,40-49,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,ITF,ITF1,13.0,Abruzzo
2022-01-01,Pfizer/BioNTech,BAS,12-19,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,ITF,ITF5,17.0,Basilicata
2022-01-01,Pfizer/BioNTech,BAS,60-69,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ITF,ITF5,17.0,Basilicata
2022-01-01,Pfizer/BioNTech,CAL,12-19,50.0,53.0,28.0,9.0,1.0,65.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,20-29,83.0,103.0,7.0,8.0,0.0,171.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,30-39,89.0,102.0,5.0,6.0,0.0,180.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,40-49,96.0,110.0,5.0,3.0,0.0,198.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,50-59,144.0,123.0,5.0,4.0,0.0,258.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,60-69,82.0,57.0,5.0,1.0,0.0,133.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,70-79,40.0,48.0,4.0,0.0,0.0,84.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,80-89,17.0,25.0,0.0,0.0,0.0,42.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAL,90+,7.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,ITF,ITF6,18.0,Calabria
2022-01-01,Pfizer/BioNTech,CAM,12-19,113.0,107.0,16.0,19.0,0.0,185.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,20-29,230.0,239.0,0.0,8.0,0.0,461.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,30-39,304.0,287.0,2.0,6.0,0.0,583.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,40-49,70.0,57.0,1.0,3.0,0.0,123.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,50-59,44.0,34.0,2.0,8.0,0.0,68.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,60-69,22.0,14.0,0.0,1.0,0.0,35.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,70-79,15.0,26.0,2.0,2.0,0.0,37.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,80-89,6.0,13.0,1.0,4.0,0.0,14.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,CAM,90+,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,ITF,ITF3,15.0,Campania
2022-01-01,Pfizer/BioNTech,EMR,12-19,191.0,157.0,81.0,20.0,19.0,228.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,20-29,351.0,192.0,19.0,24.0,3.0,497.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,30-39,79.0,63.0,12.0,4.0,4.0,122.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,40-49,65.0,86.0,11.0,7.0,3.0,130.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,50-59,105.0,115.0,11.0,2.0,3.0,204.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,60-69,47.0,57.0,6.0,1.0,0.0,97.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,70-79,22.0,28.0,3.0,1.0,0.0,46.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,80-89,9.0,7.0,2.0,0.0,1.0,13.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,EMR,90+,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,ITH,ITH5,8.0,Emilia-Romagna
2022-01-01,Pfizer/BioNTech,LAZ,12-19,500.0,530.0,152.0,373.0,16.0,489.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,20-29,244.0,338.0,31.0,93.0,4.0,454.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,30-39,466.0,556.0,55.0,145.0,6.0,816.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,40-49,763.0,903.0,63.0,137.0,7.0,1459.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,50-59,1104.0,1188.0,52.0,126.0,2.0,2112.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,60-69,820.0,874.0,34.0,57.0,4.0,1599.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,70-79,460.0,571.0,11.0,27.0,0.0,993.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,80-89,97.0,179.0,7.0,14.0,0.0,255.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LAZ,90+,10.0,30.0,0.0,2.0,0.0,38.0,0.0,0.0,ITI,ITI4,12.0,Lazio
2022-01-01,Pfizer/BioNTech,LIG,20-29,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,ITC,ITC3,7.0,Liguria
2022-01-01,Pfizer/BioNTech,LIG,40-49,1.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,ITC,ITC3,7.0,Liguria
